!-------------------------------------------------------------------
! Pressure drop file for Pipe segment 1
!-------------------------------------------------------------------
! The following correlations are supported:
!
! ALIAS     FULL NAME
! -----     ---------
!
! BB73      Beggs and Brill. 1973. "A Study of Two-Phase Flow in Inclined Pipes"
! TABLE     3D interpolation of a pressure drop table
!
!-------------------------------------------------------------------

CORRELATION TABLE 

!qg		qo	qw	dp
!1000m³/d	m³/d	m³/d	kgf/cm²
160	525	225	19.05198777
160	525	300	16.74821611
160	525	375	14.45463812
160	525	450	12.62996942
160	525	525	11.58002039
160	525	600	12.0285423
160	525	675	12.49745158
160	525	750	12.70132518
160	525	825	13.08868502
160	525	900	13.47604485
160	525	975	13.81243629
160	525	1050	14.55657492
160	525	1125	14.7196738
160	525	1200	15.127421
160	525	1275	15.52497452
160	525	1350	15.91233435
160	525	1425	16.29969419
160	525	1500	16.69724771
160	525	1575	17.09480122
160	525	1650	17.49235474
160	525	1725	17.87971458
160	525	1800	18.26707441
160	525	1875	18.65443425
160	525	1950	19.04179409
160	525	2025	19.41896024
160	525	2100	19.7961264
160	525	2175	20.17329256
160	525	2250	20.55045872
160	600	75	20.87665647
160	600	150	18.92966361
160	600	225	16.68705403
160	600	300	14.42405708
160	600	375	12.57900102
160	600	450	11.53924567
160	600	525	11.9775739
160	600	600	12.4362895
160	600	675	12.6401631
160	600	750	13.03771662
160	600	825	13.41488277
160	600	900	13.76146789
160	600	975	14.09785933
160	600	1050	14.89296636
160	600	1125	15.05606524
160	600	1200	15.45361876
160	600	1275	15.84097859
160	600	1350	16.23853211
160	600	1425	16.63608563
160	600	1500	17.03363914
160	600	1575	17.43119266
160	600	1650	17.8185525
160	600	1725	18.20591233
160	600	1800	18.59327217
160	600	1875	18.98063201
160	600	1950	19.35779817
160	600	2025	19.73496432
160	600	2100	20.11213048
160	600	2175	20.48929664
160	600	2250	20.85626911
160	675	75	18.82772681
160	675	150	16.62589195
160	675	225	14.39347604
160	675	300	12.54841998
160	675	375	11.49847095
160	675	450	11.9266055
160	675	525	12.3853211
160	675	600	12.5891947
160	675	675	12.98674822
160	675	750	13.36391437
160	675	825	13.71049949
160	675	900	14.03669725
160	675	975	14.83180428
160	675	1050	14.99490316
160	675	1125	15.39245668
160	675	1200	15.77981651
160	675	1275	16.17737003
160	675	1350	16.57492355
160	675	1425	16.97247706
160	675	1500	17.37003058
160	675	1575	17.75739042
160	675	1650	18.14475025
160	675	1725	18.53211009
160	675	1800	18.91946993
160	675	1875	19.29663609
160	675	1950	19.67380224
160	675	2025	20.0509684
160	675	2100	20.42813456
160	675	2175	20.79510703
160	675	2250	21.17227319
160	750	75	16.57492355
160	750	150	14.36289501
160	750	225	12.52803262
160	750	300	11.46788991
160	750	375	11.88583078
160	750	450	12.3343527
160	750	525	12.54841998
160	750	600	12.93577982
160	750	675	13.31294597
160	750	750	13.66972477
160	750	825	13.98572885
160	750	900	14.7706422
160	750	975	14.93374108
160	750	1050	15.32110092
160	750	1125	15.71865443
160	750	1200	16.11620795
160	750	1275	16.52395515
160	750	1350	16.91131498
160	750	1425	17.3088685
160	750	1500	17.69622834
160	750	1575	18.09378186
160	750	1650	18.47094801
160	750	1725	18.85830785
160	750	1800	19.23547401
160	750	1875	19.61264016
160	750	1950	19.98980632
160	750	2025	20.36697248
160	750	2100	20.73394495
160	750	2175	21.11111111
160	750	2250	21.46788991
160	825	75	14.31192661
160	825	150	12.51783894
160	825	225	11.43730887
160	825	300	11.84505607
160	825	375	12.29357798
160	825	450	12.49745158
160	825	525	12.88481142
160	825	600	13.26197757
160	825	675	13.61875637
160	825	750	13.92456677
160	825	825	14.7196738
160	825	900	14.872579
160	825	975	15.27013252
160	825	1050	15.65749235
160	825	1125	16.06523955
160	825	1200	16.46279307
160	825	1275	16.86034659
160	825	1350	17.24770642
160	825	1425	17.64525994
160	825	1500	18.03261978
160	825	1575	18.41997961
160	825	1650	18.79714577
160	825	1725	19.17431193
160	825	1800	19.56167176
160	825	1875	19.92864424
160	825	1950	20.3058104
160	825	2025	20.67278287
160	825	2100	21.04994903
160	825	2175	21.40672783
160	825	2250	22.03873598
160	900	75	12.47706422
160	900	150	11.42711519
160	900	225	11.81447503
160	900	300	12.25280326
160	900	375	12.45667686
160	900	450	12.8440367
160	900	525	13.22120285
160	900	600	13.57798165
160	900	675	13.87359837
160	900	750	14.65851172
160	900	825	14.8216106
160	900	900	15.20897044
160	900	975	15.60652396
160	900	1050	16.00407747
160	900	1125	16.40163099
160	900	1200	16.79918451
160	900	1275	17.18654434
160	900	1350	17.58409786
160	900	1425	17.9714577
160	900	1500	18.35881753
160	900	1575	18.73598369
160	900	1650	19.12334353
160	900	1725	19.50050968
160	900	1800	19.86748216
160	900	1875	20.24464832
160	900	1950	20.6116208
160	900	2025	20.98878695
160	900	2100	21.34556575
160	900	2175	21.77370031
160	900	2250	22.34454638
160	975	75	11.42711519
160	975	150	11.79408767
160	975	225	12.22222222
160	975	300	12.42609582
160	975	375	12.80326198
160	975	450	13.18042813
160	975	525	13.53720693
160	975	600	13.82262997
160	975	675	14.60754332
160	975	750	14.76044852
160	975	825	15.15800204
160	975	900	15.54536188
160	975	975	15.94291539
160	975	1050	16.34046891
160	975	1125	16.73802243
160	975	1200	17.13557594
160	975	1275	17.52293578
160	975	1350	17.91029562
160	975	1425	18.29765545
160	975	1500	18.67482161
160	975	1575	19.06218145
160	975	1650	19.4393476
160	975	1725	19.81651376
160	975	1800	20.18348624
160	975	1875	20.5606524
160	975	1950	20.92762487
160	975	2025	21.29459735
160	975	2100	21.65137615
160	975	2175	22.2833843
160	975	2250	22.35474006
160	1050	75	11.78389399
160	1050	150	12.20183486
160	1050	225	12.39551478
160	1050	300	12.77268094
160	1050	375	13.13965341
160	1050	450	13.49643221
160	1050	525	13.83282365
160	1050	600	14.55657492
160	1050	675	14.70948012
160	1050	750	15.09683996
160	1050	825	15.49439348
160	1050	900	15.89194699
160	1050	975	16.28950051
160	1050	1050	16.68705403
160	1050	1125	17.07441386
160	1050	1200	17.4617737
160	1050	1275	17.84913354
160	1050	1350	18.23649337
160	1050	1425	18.62385321
160	1050	1500	19.00101937
160	1050	1575	19.37818552
160	1050	1650	19.75535168
160	1050	1725	20.12232416
160	1050	1800	20.49949032
160	1050	1875	20.86646279
160	1050	1950	21.23343527
160	1050	2025	21.59021407
160	1050	2100	22.22222222
160	1050	2175	22.29357798
160	1050	2250	22.66055046
160	1125	75	12.1814475
160	1125	150	12.37512742
160	1125	225	12.7420999
160	1125	300	13.10907238
160	1125	375	13.45565749
160	1125	450	13.77166157
160	1125	525	14.5158002
160	1125	600	14.65851172
160	1125	675	15.04587156
160	1125	750	15.44342508
160	1125	825	15.84097859
160	1125	900	16.23853211
160	1125	975	16.62589195
160	1125	1050	17.02344546
160	1125	1125	17.4108053
160	1125	1200	17.79816514
160	1125	1275	18.18552497
160	1125	1350	18.56269113
160	1125	1425	18.93985729
160	1125	1500	19.31702345
160	1125	1575	19.6941896
160	1125	1650	20.07135576
160	1125	1725	20.43832824
160	1125	1800	20.80530071
160	1125	1875	21.17227319
160	1125	1950	21.52905199
160	1125	2025	22.16106014
160	1125	2100	22.52803262
160	1125	2175	22.59938838
160	1125	2250	23.11926606
160	1200	75	12.36493374
160	1200	150	12.72171254
160	1200	225	13.07849134
160	1200	300	13.42507645
160	1200	375	13.69011213
160	1200	450	14.07747197
160	1200	525	14.617737
160	1200	600	14.99490316
160	1200	675	15.39245668
160	1200	750	15.79001019
160	1200	825	16.17737003
160	1200	900	16.57492355
160	1200	975	16.96228338
160	1200	1050	17.34964322
160	1200	1125	17.73700306
160	1200	1200	18.1243629
160	1200	1275	18.50152905
160	1200	1350	18.88888889
160	1200	1425	19.26605505
160	1200	1500	19.63302752
160	1200	1575	20.01019368
160	1200	1650	20.37716616
160	1200	1725	20.74413863
160	1200	1800	21.11111111
160	1200	1875	21.46788991
160	1200	1950	22.09989806
160	1200	2025	22.46687054
160	1200	2100	22.5382263
160	1200	2175	22.92558614
160	1200	2250	23.41488277
160	1275	75	12.70132518
160	1275	150	13.0479103
160	1275	225	13.39449541
160	1275	300	13.71049949
160	1275	375	14.03669725
160	1275	450	14.80122324
160	1275	525	14.95412844
160	1275	600	15.34148828
160	1275	675	15.73904179
160	1275	750	16.12640163
160	1275	825	16.52395515
160	1275	900	16.91131498
160	1275	975	17.29867482
160	1275	1050	17.68603466
160	1275	1125	18.06320082
160	1275	1200	18.45056065
160	1275	1275	18.82772681
160	1275	1350	19.20489297
160	1275	1425	19.58205912
160	1275	1500	19.9490316
160	1275	1575	20.31600408
160	1275	1650	20.68297655
160	1275	1725	21.04994903
160	1275	1800	21.41692151
160	1275	1875	22.03873598
160	1275	1950	22.40570846
160	1275	2025	22.47706422
160	1275	2100	22.8440367
160	1275	2175	23.35372069
160	1275	2250	23.72069317
160	1350	75	13.02752294
160	1350	150	13.37410805
160	1350	225	13.69011213
160	1350	300	13.99592253
160	1350	375	14.76044852
160	1350	450	14.90316004
160	1350	525	15.29051988
160	1350	600	15.68807339
160	1350	675	16.07543323
160	1350	750	16.47298675
160	1350	825	16.86034659
160	1350	900	17.24770642
160	1350	975	17.62487258
160	1350	1050	18.01223242
160	1350	1125	18.38939857
160	1350	1200	18.76656473
160	1350	1275	19.14373089
160	1350	1350	19.52089704
160	1350	1425	19.88786952
160	1350	1500	20.26503568
160	1350	1575	20.63200815
160	1350	1650	20.99898063
160	1350	1725	21.35575943
160	1350	1800	21.9775739
160	1350	1875	22.34454638
160	1350	1950	22.41590214
160	1350	2025	22.78287462
160	1350	2100	23.29255861
160	1350	2175	23.65953109
160	1350	2250	24.02650357
160	1425	75	13.35372069
160	1425	150	13.65953109
160	1425	225	13.96534149
160	1425	300	14.72986748
160	1425	375	14.86238532
160	1425	450	15.24974516
160	1425	525	15.63710499
160	1425	600	16.02446483
160	1425	675	16.41182467
160	1425	750	16.80937819
160	1425	825	17.18654434
160	1425	900	17.57390418
160	1425	975	17.96126402
160	1425	1050	18.33843017
160	1425	1125	18.71559633
160	1425	1200	19.09276249
160	1425	1275	19.45973496
160	1425	1350	19.83690112
160	1425	1425	20.2038736
160	1425	1500	20.57084608
160	1425	1575	20.93781855
160	1425	1650	21.29459735
160	1425	1725	21.9266055
160	1425	1800	22.29357798
160	1425	1875	22.35474006
160	1425	1950	22.72171254
160	1425	2025	23.23139653
160	1425	2100	23.59836901
160	1425	2175	23.95514781
160	1425	2250	24.32212029
160	1500	75	13.64933741
160	1500	150	13.93476045
160	1500	225	14.68909276
160	1500	300	14.83180428
160	1500	375	15.19877676
160	1500	450	15.5861366
160	1500	525	15.97349643
160	1500	600	16.37104995
160	1500	675	16.75840979
160	1500	750	17.13557594
160	1500	825	17.52293578
160	1500	900	17.90010194
160	1500	975	18.27726809
160	1500	1050	18.65443425
160	1500	1125	19.03160041
160	1500	1200	19.40876656
160	1500	1275	19.77573904
160	1500	1350	20.14271152
160	1500	1425	20.509684
160	1500	1500	20.87665647
160	1500	1575	21.24362895
160	1500	1650	21.60040775
160	1500	1725	22.2324159
160	1500	1800	22.30377166
160	1500	1875	22.66055046
160	1500	1950	23.18042813
160	1500	2025	23.53720693
160	1500	2100	23.89398573
160	1500	2175	24.26095821
160	1500	2250	24.617737
160	1575	75	13.90417941
160	1575	150	14.65851172
160	1575	225	14.79102956
160	1575	300	15.15800204
160	1575	375	15.54536188
160	1575	450	15.93272171
160	1575	525	16.32008155
160	1575	600	16.70744139
160	1575	675	17.08460754
160	1575	750	17.47196738
160	1575	825	17.84913354
160	1575	900	18.22629969
160	1575	975	18.60346585
160	1575	1050	18.98063201
160	1575	1125	19.34760449
160	1575	1200	19.72477064
160	1575	1275	20.09174312
160	1575	1350	20.4587156
160	1575	1425	20.82568807
160	1575	1500	21.18246687
160	1575	1575	21.53924567
160	1575	1650	22.17125382
160	1575	1725	22.24260958
160	1575	1800	22.60958206
160	1575	1875	23.11926606
160	1575	1950	23.47604485
160	1575	2025	23.84301733
160	1575	2100	24.19979613
160	1575	2175	24.55657492
160	1575	2250	24.91335372
160	1650	75	14.62793068
160	1650	150	14.76044852
160	1650	225	15.127421
160	1650	300	15.50458716
160	1650	375	15.89194699
160	1650	450	16.26911315
160	1650	525	16.65647299
160	1650	600	17.03363914
160	1650	675	17.42099898
160	1650	750	17.79816514
160	1650	825	18.17533129
160	1650	900	18.55249745
160	1650	975	18.91946993
160	1650	1050	19.29663609
160	1650	1125	19.66360856
160	1650	1200	20.03058104
160	1650	1275	20.39755352
160	1650	1350	20.76452599
160	1650	1425	21.12130479
160	1650	1500	21.47808359
160	1650	1575	22.11009174
160	1650	1650	22.1814475
160	1650	1725	22.54841998
160	1650	1800	23.05810398
160	1650	1875	23.41488277
160	1650	1950	23.78185525
160	1650	2025	24.13863405
160	1650	2100	24.49541284
160	1650	2175	24.85219164
160	1650	2250	25.20897044
160	1725	75	14.72986748
160	1725	150	15.08664628
160	1725	225	15.46381244
160	1725	300	15.84097859
160	1725	375	16.22833843
160	1725	450	16.60550459
160	1725	525	16.99286442
160	1725	600	17.37003058
160	1725	675	17.74719674
160	1725	750	18.1243629
160	1725	825	18.50152905
160	1725	900	18.86850153
160	1725	975	19.24566769
160	1725	1050	19.61264016
160	1725	1125	19.97961264
160	1725	1200	20.34658512
160	1725	1275	20.70336391
160	1725	1350	21.07033639
160	1725	1425	21.42711519
160	1725	1500	22.04892966
160	1725	1575	22.41590214
160	1725	1650	22.4872579
160	1725	1725	22.9969419
160	1725	1800	23.35372069
160	1725	1875	23.72069317
160	1725	1950	24.07747197
160	1725	2025	24.43425076
160	1725	2100	24.79102956
160	1725	2175	25.14780836
160	1725	2250	25.50458716
160	1800	75	15.05606524
160	1800	150	15.4332314
160	1800	225	15.81039755
160	1800	300	16.18756371
160	1800	375	16.56472987
160	1800	450	16.94189602
160	1800	525	17.31906218
160	1800	600	17.69622834
160	1800	675	18.0733945
160	1800	750	18.44036697
160	1800	825	18.81753313
160	1800	900	19.18450561
160	1800	975	19.55147808
160	1800	1050	19.91845056
160	1800	1125	20.28542304
160	1800	1200	20.65239551
160	1800	1275	21.00917431
160	1800	1350	21.36595311
160	1800	1425	21.99796126
160	1800	1500	22.35474006
160	1800	1575	22.42609582
160	1800	1650	22.80326198
160	1800	1725	23.29255861
160	1800	1800	23.65953109
160	1800	1875	24.01630989
160	1800	1950	24.37308869
160	1800	2025	24.72986748
160	1800	2100	25.08664628
160	1800	2175	25.44342508
160	1800	2250	25.80020387
160	1875	75	15.39245668
160	1875	150	15.76962283
160	1875	225	16.14678899
160	1875	300	16.52395515
160	1875	375	16.9011213
160	1875	450	17.26809378
160	1875	525	17.64525994
160	1875	600	18.0224261
160	1875	675	18.38939857
160	1875	750	18.76656473
160	1875	825	19.13353721
160	1875	900	19.50050968
160	1875	975	19.86748216
160	1875	1050	20.23445464
160	1875	1125	20.59123344
160	1875	1200	20.95820591
160	1875	1275	21.31498471
160	1875	1350	21.93679918
160	1875	1425	22.30377166
160	1875	1500	22.36493374
160	1875	1575	22.73190622
160	1875	1650	23.24159021
160	1875	1725	23.59836901
160	1875	1800	23.95514781
160	1875	1875	24.31192661
160	1875	1950	24.6687054
160	1875	2025	25.0254842
160	1875	2100	25.382263
160	1875	2175	25.73904179
160	1875	2250	26.09582059
160	1950	75	15.73904179
160	1950	150	16.10601427
160	1950	225	16.48318043
160	1950	300	16.85015291
160	1950	375	17.22731906
160	1950	450	17.60448522
160	1950	525	17.9714577
160	1950	600	18.33843017
160	1950	675	18.71559633
160	1950	750	19.08256881
160	1950	825	19.44954128
160	1950	900	19.81651376
160	1950	975	20.18348624
160	1950	1050	20.54026504
160	1950	1125	20.89704383
160	1950	1200	21.25382263
160	1950	1275	21.8756371
160	1950	1350	22.24260958
160	1950	1425	22.31396534
160	1950	1500	22.67074414
160	1950	1575	23.18042813
160	1950	1650	23.53720693
160	1950	1725	23.89398573
160	1950	1800	24.25076453
160	1950	1875	24.60754332
160	1950	1950	24.96432212
160	1950	2025	25.32110092
160	1950	2100	25.67787971
160	1950	2175	26.03465851
160	1950	2250	26.39143731
160	2025	75	16.06523955
160	2025	150	16.44240571
160	2025	225	16.80937819
160	2025	300	17.18654434
160	2025	375	17.55351682
160	2025	450	17.9204893
160	2025	525	18.29765545
160	2025	600	18.66462793
160	2025	675	19.03160041
160	2025	750	19.39857288
160	2025	825	19.76554536
160	2025	900	20.12232416
160	2025	975	20.48929664
160	2025	1050	20.84607543
160	2025	1125	21.20285423
160	2025	1200	21.56982671
160	2025	1275	22.1814475
160	2025	1350	22.25280326
160	2025	1425	22.60958206
160	2025	1500	23.11926606
160	2025	1575	23.47604485
160	2025	1650	23.83282365
160	2025	1725	24.18960245
160	2025	1800	24.54638124
160	2025	1875	24.90316004
160	2025	1950	25.25993884
160	2025	2025	25.61671764
160	2025	2100	25.97349643
160	2025	2175	26.33027523
160	2025	2250	26.68705403
160	2100	75	16.40163099
160	2100	150	16.76860347
160	2100	225	17.13557594
160	2100	300	17.5127421
160	2100	375	17.87971458
160	2100	450	18.24668705
160	2100	525	18.61365953
160	2100	600	18.98063201
160	2100	675	19.34760449
160	2100	750	19.70438328
160	2100	825	20.07135576
160	2100	900	20.42813456
160	2100	975	20.79510703
160	2100	1050	21.15188583
160	2100	1125	21.50866463
160	2100	1200	22.1304791
160	2100	1275	22.19164118
160	2100	1350	22.55861366
160	2100	1425	23.05810398
160	2100	1500	23.42507645
160	2100	1575	23.78185525
160	2100	1650	24.13863405
160	2100	1725	24.49541284
160	2100	1800	24.85219164
160	2100	1875	25.19877676
160	2100	1950	25.55555556
160	2100	2025	25.91233435
160	2100	2100	26.26911315
160	2100	2175	26.62589195
160	2100	2250	26.97247706
160	2175	75	16.73802243
160	2175	150	17.09480122
160	2175	225	17.4617737
160	2175	300	17.82874618
160	2175	375	18.19571865
160	2175	450	18.56269113
160	2175	525	18.92966361
160	2175	600	19.29663609
160	2175	675	19.65341488
160	2175	750	20.02038736
160	2175	825	20.37716616
160	2175	900	20.73394495
160	2175	975	21.09072375
160	2175	1050	21.44750255
160	2175	1125	22.06931702
160	2175	1200	22.14067278
160	2175	1275	22.49745158
160	2175	1350	23.00713558
160	2175	1425	23.36391437
160	2175	1500	23.72069317
160	2175	1575	24.07747197
160	2175	1650	24.43425076
160	2175	1725	24.79102956
160	2175	1800	25.14780836
160	2175	1875	25.49439348
160	2175	1950	25.85117227
160	2175	2025	26.20795107
160	2175	2100	26.56472987
160	2175	2175	26.91131498
160	2175	2250	27.26809378
160	2250	75	17.06422018
160	2250	150	17.42099898
160	2250	225	17.78797146
160	2250	300	18.15494393
160	2250	375	18.52191641
160	2250	450	18.87869521
160	2250	525	19.24566769
160	2250	600	19.60244648
160	2250	675	19.96941896
160	2250	750	20.32619776
160	2250	825	20.68297655
160	2250	900	21.03975535
160	2250	975	21.39653415
160	2250	1050	22.01834862
160	2250	1125	22.37512742
160	2250	1200	22.44648318
160	2250	1275	22.9459735
160	2250	1350	23.30275229
160	2250	1425	23.65953109
160	2250	1500	24.01630989
160	2250	1575	24.37308869
160	2250	1650	24.72986748
160	2250	1725	25.08664628
160	2250	1800	25.4332314
160	2250	1875	25.79001019
160	2250	1950	26.14678899
160	2250	2025	26.50356779
160	2250	2100	26.85015291
160	2250	2175	27.2069317
160	2250	2250	27.5637105
200	75	75	1.610601427
200	75	150	1.641182467
200	75	225	1.661569827
200	75	300	17.16615698
200	75	375	18.44036697
200	75	450	20.1529052
200	75	525	20.1529052
200	75	600	18.97043833
200	75	675	17.80835882
200	75	750	16.28950051
200	75	825	14.54638124
200	75	900	12.05912334
200	75	975	12.16106014
200	75	1050	12.80326198
200	75	1125	13.55759429
200	75	1200	13.71049949
200	75	1275	14.16921509
200	75	1350	14.62793068
200	75	1425	15.08664628
200	75	1500	15.51478084
200	75	1575	15.95310907
200	75	1650	16.38124363
200	75	1725	16.80937819
200	75	1800	17.22731906
200	75	1875	17.64525994
200	75	1950	18.05300714
200	75	2025	18.46075433
200	75	2100	18.86850153
200	75	2175	19.26605505
200	75	2250	19.85728848
200	150	75	1.946992864
200	150	150	1.977573904
200	150	225	2.008154944
200	150	300	17.02344546
200	150	375	18.73598369
200	150	450	20.44852192
200	150	525	20.43832824
200	150	600	19.24566769
200	150	675	18.19571865
200	150	750	16.59531091
200	150	825	14.89296636
200	150	900	12.35474006
200	150	975	12.97655454
200	150	1050	13.24159021
200	150	1125	13.54740061
200	150	1200	14.00611621
200	150	1275	14.4648318
200	150	1350	14.91335372
200	150	1425	15.36187564
200	150	1500	15.80020387
200	150	1575	16.22833843
200	150	1650	16.65647299
200	150	1725	17.07441386
200	150	1800	17.49235474
200	150	1875	17.91029562
200	150	1950	18.31804281
200	150	2025	18.71559633
200	150	2100	19.11314985
200	150	2175	19.71457696
200	150	2250	19.85728848
200	225	75	17.54332314
200	225	150	20.0509684
200	225	225	21.95718654
200	225	300	21.79408767
200	225	375	20.4077472
200	225	450	18.83792049
200	225	525	16.26911315
200	225	600	14.34250765
200	225	675	11.36595311
200	225	750	11.45769623
200	225	825	11.88583078
200	225	900	12.31396534
200	225	975	12.76248726
200	225	1050	13.34352701
200	225	1125	13.79204893
200	225	1200	14.25076453
200	225	1275	14.68909276
200	225	1350	15.127421
200	225	1425	15.56574924
200	225	1500	15.99388379
200	225	1575	16.41182467
200	225	1650	16.82976555
200	225	1725	17.24770642
200	225	1800	17.6656473
200	225	1875	18.08358818
200	225	1950	18.49133537
200	225	2025	18.90927625
200	225	2100	19.490316
200	225	2175	19.8980632
200	225	2250	20.06116208
200	300	75	19.44954128
200	300	150	21.56982671
200	300	225	21.45769623
200	300	300	20.1529052
200	300	375	18.67482161
200	300	450	16.17737003
200	300	525	14.24057085
200	300	600	11.29459735
200	300	675	11.38634047
200	300	750	11.81447503
200	300	825	12.32415902
200	300	900	13.03771662
200	300	975	13.24159021
200	300	1050	13.70030581
200	300	1125	14.15902141
200	300	1200	14.59734964
200	300	1275	15.03567788
200	300	1350	15.47400612
200	300	1425	15.89194699
200	300	1500	16.32008155
200	300	1575	16.74821611
200	300	1650	17.16615698
200	300	1725	17.59429154
200	300	1800	18.01223242
200	300	1875	18.43017329
200	300	1950	18.83792049
200	300	2025	19.24566769
200	300	2100	19.82670744
200	300	2175	20
200	300	2250	20.60142712
200	375	75	21.16207951
200	375	150	21.11111111
200	375	225	19.87767584
200	375	300	18.50152905
200	375	375	16.07543323
200	375	450	13.60856269
200	375	525	11.74311927
200	375	600	11.31498471
200	375	675	11.75331295
200	375	750	12.15086646
200	375	825	12.60958206
200	375	900	13.49643221
200	375	975	13.62895005
200	375	1050	14.07747197
200	375	1125	14.5158002
200	375	1200	14.95412844
200	375	1275	15.39245668
200	375	1350	15.81039755
200	375	1425	16.24872579
200	375	1500	16.67686035
200	375	1575	17.1049949
200	375	1650	17.52293578
200	375	1725	17.94087666
200	375	1800	18.35881753
200	375	1875	18.77675841
200	375	1950	19.18450561
200	375	2025	19.76554536
200	375	2100	19.93883792
200	375	2175	20.59123344
200	375	2250	20.93781855
200	450	75	20.75433231
200	450	150	19.5922528
200	450	225	18.32823649
200	450	300	15.98369011
200	450	375	13.52701325
200	450	450	11.69215087
200	450	525	11.26401631
200	450	600	11.69215087
200	450	675	12.08970438
200	450	750	12.5382263
200	450	825	13.10907238
200	450	900	13.55759429
200	450	975	14.00611621
200	450	1050	14.44444444
200	450	1125	14.88277268
200	450	1200	15.31090724
200	450	1275	15.74923547
200	450	1350	16.17737003
200	450	1425	16.60550459
200	450	1500	17.03363914
200	450	1575	17.4617737
200	450	1650	17.87971458
200	450	1725	18.29765545
200	450	1800	18.70540265
200	450	1875	19.11314985
200	450	1950	19.6941896
200	450	2025	19.86748216
200	450	2100	20.27522936
200	450	2175	20.87665647
200	450	2250	21.27420999
200	525	75	19.33741081
200	525	150	18.16513761
200	525	225	15.89194699
200	525	300	13.45565749
200	525	375	11.65137615
200	525	450	11.21304791
200	525	525	11.64118247
200	525	600	12.04892966
200	525	675	12.4872579
200	525	750	13.03771662
200	525	825	13.48623853
200	525	900	13.93476045
200	525	975	14.37308869
200	525	1050	14.81141692
200	525	1125	15.23955148
200	525	1200	15.67787971
200	525	1275	16.11620795
200	525	1350	16.54434251
200	525	1425	16.97247706
200	525	1500	17.39041794
200	525	1575	17.8185525
200	525	1650	18.22629969
200	525	1725	18.64424057
200	525	1800	19.05198777
200	525	1875	19.63302752
200	525	1950	19.80632008
200	525	2025	20.2038736
200	525	2100	20.80530071
200	525	2175	21.21304791
200	525	2250	21.61060143
200	600	75	18.00203874
200	600	150	15.81039755
200	600	225	13.40468909
200	600	300	11.63098879
200	600	375	11.17227319
200	600	450	11.60040775
200	600	525	11.96738022
200	600	600	12.44648318
200	600	675	12.96636086
200	600	750	13.42507645
200	600	825	13.87359837
200	600	900	14.31192661
200	600	975	14.74006116
200	600	1050	15.1783894
200	600	1125	15.61671764
200	600	1200	16.04485219
200	600	1275	16.48318043
200	600	1350	16.91131498
200	600	1425	17.32925586
200	600	1500	17.74719674
200	600	1575	18.16513761
200	600	1650	18.58307849
200	600	1725	18.99082569
200	600	1800	19.57186544
200	600	1875	19.82670744
200	600	1950	20.14271152
200	600	2025	20.74413863
200	600	2100	21.15188583
200	600	2175	21.54943935
200	600	2250	21.94699286
200	675	75	15.73904179
200	675	150	13.37410805
200	675	225	11.63098879
200	675	300	11.14169215
200	675	375	11.54943935
200	675	450	11.91641182
200	675	525	12.41590214
200	675	600	12.92558614
200	675	675	13.36391437
200	675	750	13.81243629
200	675	825	14.25076453
200	675	900	14.67889908
200	675	975	15.11722732
200	675	1050	15.55555556
200	675	1125	15.98369011
200	675	1200	16.42201835
200	675	1275	16.83995923
200	675	1350	17.26809378
200	675	1425	17.68603466
200	675	1500	18.10397554
200	675	1575	18.51172273
200	675	1650	18.91946993
200	675	1725	19.50050968
200	675	1800	19.90825688
200	675	1875	20.08154944
200	675	1950	20.68297655
200	675	2025	21.08053007
200	675	2100	21.47808359
200	675	2175	21.88583078
200	675	2250	22.27319062
200	750	75	13.86340469
200	750	150	11.65137615
200	750	225	11.11111111
200	750	300	11.51885831
200	750	375	11.90621814
200	750	450	12.34454638
200	750	525	12.86442406
200	750	600	13.31294597
200	750	675	13.75127421
200	750	750	14.18960245
200	750	825	14.617737
200	750	900	15.05606524
200	750	975	15.49439348
200	750	1050	15.92252803
200	750	1125	16.36085627
200	750	1200	16.77879715
200	750	1275	17.2069317
200	750	1350	17.62487258
200	750	1425	18.04281346
200	750	1500	18.45056065
200	750	1575	18.85830785
200	750	1650	19.4393476
200	750	1725	19.8470948
200	750	1800	20.01019368
200	750	1875	20.6116208
200	750	1950	21.01936799
200	750	2025	21.41692151
200	750	2100	21.81447503
200	750	2175	22.21202854
200	750	2250	22.60958206
200	825	75	11.68195719
200	825	150	11.09072375
200	825	225	11.48827727
200	825	300	11.8756371
200	825	375	12.26299694
200	825	450	13.19062181
200	825	525	13.26197757
200	825	600	13.69011213
200	825	675	14.12844037
200	825	750	14.55657492
200	825	825	14.99490316
200	825	900	15.4332314
200	825	975	15.86136595
200	825	1050	16.28950051
200	825	1125	16.71763507
200	825	1200	17.14576962
200	825	1275	17.5637105
200	825	1350	17.98165138
200	825	1425	18.38939857
200	825	1500	18.79714577
200	825	1575	19.37818552
200	825	1650	19.78593272
200	825	1725	19.9490316
200	825	1800	20.55045872
200	825	1875	20.94801223
200	825	1950	21.35575943
200	825	2025	21.75331295
200	825	2100	22.15086646
200	825	2175	22.5382263
200	825	2250	22.93577982
200	900	75	11.08053007
200	900	150	11.46788991
200	900	225	11.84505607
200	900	300	12.25280326
200	900	375	13.14984709
200	900	450	13.21100917
200	900	525	13.63914373
200	900	600	14.06727829
200	900	675	14.49541284
