!-------------------------------------------------------------------
! Pressure drop file for Pipe segment 1
!-------------------------------------------------------------------
! The following correlations are supported:
!
! ALIAS     FULL NAME
! -----     ---------
!
! BB73      Beggs and Brill. 1973. "A Study of Two-Phase Flow in Inclined Pipes"
! TABLE     3D interpolation of a pressure drop table
!
!-------------------------------------------------------------------

CORRELATION TABLE 

!qg		qo	qw	dp
!1000m³/d	m³/d	m³/d	kgf/cm²
640	1725	2250	47.03363914
640	1800	75	30.63200815
640	1800	150	31.35575943
640	1800	225	31.88583078
640	1800	300	32.76248726
640	1800	375	33.46585117
640	1800	450	34.07747197
640	1800	525	34.67889908
640	1800	600	35.2803262
640	1800	675	35.86136595
640	1800	750	36.45259939
640	1800	825	37.04383282
640	1800	900	37.3598369
640	1800	975	37.93068298
640	1800	1050	38.50152905
640	1800	1125	39.07237513
640	1800	1200	39.63302752
640	1800	1275	40.19367992
640	1800	1350	40.74413863
640	1800	1425	41.29459735
640	1800	1500	41.84505607
640	1800	1575	42.39551478
640	1800	1650	42.9459735
640	1800	1725	43.48623853
640	1800	1800	44.03669725
640	1800	1875	44.57696228
640	1800	1950	45.11722732
640	1800	2025	45.64729867
640	1800	2100	46.18756371
640	1800	2175	46.9520897
640	1800	2250	47.47196738
640	1875	75	31.25382263
640	1875	150	31.78389399
640	1875	225	32.75229358
640	1875	300	33.36391437
640	1875	375	33.97553517
640	1875	450	34.57696228
640	1875	525	35.16819572
640	1875	600	35.76962283
640	1875	675	36.36085627
640	1875	750	36.94189602
640	1875	825	37.26809378
640	1875	900	37.83893986
640	1875	975	38.40978593
640	1875	1050	38.97043833
640	1875	1125	39.5412844
640	1875	1200	40.1019368
640	1875	1275	40.65239551
640	1875	1350	41.20285423
640	1875	1425	41.75331295
640	1875	1500	42.30377166
640	1875	1575	42.85423038
640	1875	1650	43.39449541
640	1875	1725	43.93476045
640	1875	1800	44.48521916
640	1875	1875	45.0254842
640	1875	1950	45.55555556
640	1875	2025	46.09582059
640	1875	2100	46.87054027
640	1875	2175	47.39041794
640	1875	2250	47.67584098
640	1950	75	31.69215087
640	1950	150	32.65035678
640	1950	225	33.27217125
640	1950	300	33.87359837
640	1950	375	34.48521916
640	1950	450	35.0764526
640	1950	525	35.66768603
640	1950	600	36.25891947
640	1950	675	36.85015291
640	1950	750	37.17635066
640	1950	825	37.74719674
640	1950	900	38.31804281
640	1950	975	38.87869521
640	1950	1050	39.44954128
640	1950	1125	40
640	1950	1200	40.5606524
640	1950	1275	41.11111111
640	1950	1350	41.66156983
640	1950	1425	42.21202854
640	1950	1500	42.76248726
640	1950	1575	43.30275229
640	1950	1650	43.84301733
640	1950	1725	44.39347604
640	1950	1800	44.93374108
640	1950	1875	45.46381244
640	1950	1950	46.00407747
640	1950	2025	46.77879715
640	1950	2100	47.28848114
640	1950	2175	47.57390418
640	1950	2250	48.27726809
640	2025	75	32.54841998
640	2025	150	33.17023445
640	2025	225	33.78185525
640	2025	300	34.37308869
640	2025	375	34.9745158
640	2025	450	35.57594292
640	2025	525	36.16717635
640	2025	600	36.74821611
640	2025	675	37.33944954
640	2025	750	37.65545362
640	2025	825	38.22629969
640	2025	900	38.78695209
640	2025	975	39.34760449
640	2025	1050	39.90825688
640	2025	1125	40.46890928
640	2025	1200	41.01936799
640	2025	1275	41.56982671
640	2025	1350	42.12028542
640	2025	1425	42.67074414
640	2025	1500	43.21100917
640	2025	1575	43.75127421
640	2025	1650	44.30173293
640	2025	1725	44.84199796
640	2025	1800	45.37206932
640	2025	1875	45.91233435
640	2025	1950	46.69724771
640	2025	2025	47.19673802
640	2025	2100	47.48216106
640	2025	2175	47.9714577
640	2025	2250	48.70540265
640	2100	75	33.06829766
640	2100	150	33.67991845
640	2100	225	34.27115189
640	2100	300	34.872579
640	2100	375	35.47400612
640	2100	450	36.06523955
640	2100	525	36.65647299
640	2100	600	37.23751274
640	2100	675	37.55351682
640	2100	750	38.1243629
640	2100	825	38.69520897
640	2100	900	39.25586137
640	2100	975	39.81651376
640	2100	1050	40.37716616
640	2100	1125	40.92762487
640	2100	1200	41.47808359
640	2100	1275	42.0285423
640	2100	1350	42.57900102
640	2100	1425	43.11926606
640	2100	1500	43.65953109
640	2100	1575	44.20998981
640	2100	1650	44.75025484
640	2100	1725	45.2803262
640	2100	1800	45.82059123
640	2100	1875	46.60550459
640	2100	1950	47.11518858
640	2100	2025	47.62487258
640	2100	2100	48.15494393
640	2100	2175	48.55249745
640	2100	2250	49.24566769
640	2175	75	33.56778797
640	2175	150	34.17940877
640	2175	225	34.78083588
640	2175	300	35.382263
640	2175	375	35.97349643
640	2175	450	36.56472987
640	2175	525	37.14576962
640	2175	600	37.4617737
640	2175	675	38.03261978
640	2175	750	38.60346585
640	2175	825	39.16411825
640	2175	900	39.72477064
640	2175	975	40.28542304
640	2175	1050	40.83588175
640	2175	1125	41.38634047
640	2175	1200	41.93679918
640	2175	1275	42.4872579
640	2175	1350	43.02752294
640	2175	1425	43.56778797
640	2175	1500	44.11824669
640	2175	1575	44.64831804
640	2175	1650	45.18858308
640	2175	1725	45.72884811
640	2175	1800	46.26911315
640	2175	1875	47.02344546
640	2175	1950	47.54332314
640	2175	2025	48.05300714
640	2175	2100	48.38939857
640	2175	2175	49.15392457
640	2175	2250	49.51070336
640	2250	75	34.07747197
640	2250	150	34.67889908
640	2250	225	35.2803262
640	2250	300	35.87155963
640	2250	375	36.46279307
640	2250	450	37.0540265
640	2250	525	37.37003058
640	2250	600	37.94087666
640	2250	675	38.50152905
640	2250	750	39.07237513
640	2250	825	39.63302752
640	2250	900	40.19367992
640	2250	975	40.74413863
640	2250	1050	41.29459735
640	2250	1125	41.84505607
640	2250	1200	42.39551478
640	2250	1275	42.93577982
640	2250	1350	43.47604485
640	2250	1425	44.02650357
640	2250	1500	44.55657492
640	2250	1575	45.09683996
640	2250	1650	45.63710499
640	2250	1725	46.17737003
640	2250	1800	46.94189602
640	2250	1875	47.44138634
640	2250	1950	47.74719674
640	2250	2025	48.53211009
640	2250	2100	48.72579001
640	2250	2175	49.41896024
640	2250	2250	49.93883792
680	75	75	12.14067278
680	75	150	12.2324159
680	75	225	12.31396534
680	75	300	12.39551478
680	75	375	12.46687054
680	75	450	12.2833843
680	75	525	17.1559633
680	75	600	20.95820591
680	75	675	22.66055046
680	75	750	23.21100917
680	75	825	24.67889908
680	75	900	26.75840979
680	75	975	27.29867482
680	75	1050	28.0733945
680	75	1125	28.87869521
680	75	1200	29.55147808
680	75	1275	30.29561672
680	75	1350	30.64220183
680	75	1425	31.61060143
680	75	1500	32.21202854
680	75	1575	32.67074414
680	75	1650	33.24159021
680	75	1725	33.87359837
680	75	1800	34.49541284
680	75	1875	35.10703364
680	75	1950	35.73904179
680	75	2025	36.35066259
680	75	2100	36.94189602
680	75	2175	37.54332314
680	75	2250	38.14475025
680	150	75	12.65035678
680	150	150	12.7420999
680	150	225	12.80326198
680	150	300	12.87461774
680	150	375	12.9459735
680	150	450	12.87461774
680	150	525	17.6146789
680	150	600	22.1814475
680	150	675	23.13965341
680	150	750	23.88379205
680	150	825	25.25993884
680	150	900	27.07441386
680	150	975	28.01223242
680	150	1050	28.70540265
680	150	1125	29.25586137
680	150	1200	29.83690112
680	150	1275	30.71355759
680	150	1350	31.34556575
680	150	1425	32.03873598
680	150	1500	32.46687054
680	150	1575	33.0988787
680	150	1650	33.71049949
680	150	1725	34.34250765
680	150	1800	34.95412844
680	150	1875	35.57594292
680	150	1950	36.18756371
680	150	2025	36.77879715
680	150	2100	37.38022426
680	150	2175	37.9714577
680	150	2250	38.56269113
680	225	75	13.39449541
680	225	150	13.47604485
680	225	225	13.55759429
680	225	300	13.62895005
680	225	375	13.69011213
680	225	450	13.49643221
680	225	525	18.32823649
680	225	600	18.77675841
680	225	675	19.6941896
680	225	750	24.45463812
680	225	825	27.1559633
680	225	900	27.7166157
680	225	975	28.50152905
680	225	1050	29.21508665
680	225	1125	29.76554536
680	225	1200	30.59123344
680	225	1275	31.22324159
680	225	1350	31.66156983
680	225	1425	32.24260958
680	225	1500	32.9459735
680	225	1575	33.55759429
680	225	1650	34.17940877
680	225	1725	34.79102956
680	225	1800	35.40265036
680	225	1875	36.02446483
680	225	1950	36.62589195
680	225	2025	37.21712538
680	225	2100	37.80835882
680	225	2175	38.38939857
680	225	2250	38.97043833
680	300	75	13.97553517
680	300	150	14.05708461
680	300	225	14.12844037
680	300	300	14.19979613
680	300	375	14.26095821
680	300	450	14.26095821
680	300	525	18.90927625
680	300	600	19.34760449
680	300	675	24.35270133
680	300	750	26.93170234
680	300	825	27.6656473
680	300	900	28.45056065
680	300	975	29.02140673
680	300	1050	29.46992864
680	300	1125	30.46890928
680	300	1200	31.08053007
680	300	1275	31.47808359
680	300	1350	32.40570846
680	300	1425	32.78287462
680	300	1500	33.40468909
680	300	1575	34.00611621
680	300	1650	34.62793068
680	300	1725	35.2293578
680	300	1800	35.83078491
680	300	1875	36.45259939
680	300	1950	37.04383282
680	300	2025	37.62487258
680	300	2100	38.21610601
680	300	2175	38.79714577
680	300	2250	39.36799185
680	375	75	14.53618756
680	375	150	14.617737
680	375	225	14.69928644
680	375	300	14.76044852
680	375	375	14.83180428
680	375	450	14.88277268
680	375	525	19.45973496
680	375	600	19.9490316
680	375	675	24.72986748
680	375	750	27.27828746
680	375	825	28.18552497
680	375	900	28.71559633
680	375	975	29.67380224
680	375	1050	30.01019368
680	375	1125	30.59123344
680	375	1200	31.38634047
680	375	1275	32.04892966
680	375	1350	32.55861366
680	375	1425	33.23139653
680	375	1500	33.85321101
680	375	1575	34.45463812
680	375	1650	35.05606524
680	375	1725	35.65749235
680	375	1800	36.25891947
680	375	1875	36.87054027
680	375	1950	37.45158002
680	375	2025	38.03261978
680	375	2100	38.61365953
680	375	2175	39.18450561
680	375	2250	39.75535168
680	450	75	14.74006116
680	450	150	14.83180428
680	450	225	14.90316004
680	450	300	14.9745158
680	450	375	15.04587156
680	450	450	15.44342508
680	450	525	20.01019368
680	450	600	20.4587156
680	450	675	25.49439348
680	450	750	27.82874618
680	450	825	28.77675841
680	450	900	29.28644241
680	450	975	29.82670744
680	450	1050	30.73394495
680	450	1125	31.42711519
680	450	1200	32.03873598
680	450	1275	32.45667686
680	450	1350	33.00713558
680	450	1425	33.67991845
680	450	1500	34.29153925
680	450	1575	34.88277268
680	450	1650	35.4841998
680	450	1725	36.07543323
680	450	1800	36.68705403
680	450	1875	37.26809378
680	450	1950	37.84913354
680	450	2025	38.41997961
680	450	2100	38.99082569
680	450	2175	39.56167176
680	450	2250	40.13251784
680	525	75	15.25993884
680	525	150	15.34148828
680	525	225	15.41284404
680	525	300	15.4841998
680	525	375	15.55555556
680	525	450	15.62691131
680	525	525	20.55045872
680	525	600	23.96534149
680	525	675	26.03465851
680	525	750	28.58307849
680	525	825	29.00101937
680	525	900	29.93883792
680	525	975	30.509684
680	525	1050	31.25382263
680	525	1125	31.85524975
680	525	1200	32.30377166
680	525	1275	32.90519878
680	525	1350	33.67991845
680	525	1425	34.10805301
680	525	1500	34.70948012
680	525	1575	35.30071356
680	525	1650	35.89194699
680	525	1725	36.48318043
680	525	1800	37.08460754
680	525	1875	37.6656473
680	525	1950	38.22629969
680	525	2025	38.79714577
680	525	2100	39.36799185
680	525	2175	39.92864424
680	525	2250	40.48929664
680	600	75	15.75942915
680	600	150	15.84097859
680	600	225	15.91233435
680	600	300	15.99388379
680	600	375	16.35066259
680	600	450	16.23853211
680	600	525	21.08053007
680	600	600	25.50458716
680	600	675	26.55453619
680	600	750	29.08256881
680	600	825	29.58205912
680	600	900	30.31600408
680	600	975	30.85626911
680	600	1050	31.66156983
680	600	1125	32.22222222
680	600	1200	32.75229358
680	600	1275	33.33333333
680	600	1350	34.11824669
680	600	1425	34.53618756
680	600	1500	35.11722732
680	600	1575	35.70846075
680	600	1650	36.29969419
680	600	1725	36.87054027
680	600	1800	37.47196738
680	600	1875	38.04281346
680	600	1950	38.60346585
680	600	2025	39.16411825
680	600	2100	39.73496432
680	600	2175	40.28542304
680	600	2250	40.84607543
680	675	75	22.31396534
680	675	150	24.07747197
680	675	225	24.86238532
680	675	300	25.81039755
680	675	375	26.51376147
680	675	450	27.01325178
680	675	525	27.96126402
680	675	600	28.46075433
680	675	675	29.29663609
680	675	750	29.77573904
680	675	825	30.4077472
680	675	900	31.28440367
680	675	975	31.9775739
680	675	1050	32.66055046
680	675	1125	33.03771662
680	675	1200	33.67991845
680	675	1275	34.30173293
680	675	1350	34.9235474
680	675	1425	35.5351682
680	675	1500	36.13659531
680	675	1575	36.78899083
680	675	1650	37.39041794
680	675	1725	37.98165138
680	675	1800	38.76656473
680	675	1875	39.41896024
680	675	1950	40.01019368
680	675	2025	40.57084608
680	675	2100	41.17227319
680	675	2175	41.50866463
680	675	2250	42.0795107
680	750	75	23.96534149
680	750	150	24.75025484
680	750	225	25.69826707
680	750	300	26.40163099
680	750	375	27.11518858
680	750	450	27.84913354
680	750	525	28.56269113
680	750	600	29.23547401
680	750	675	29.65341488
680	750	750	30.29561672
680	750	825	31.18246687
680	750	900	31.8756371
680	750	975	32.47706422
680	750	1050	32.9459735
680	750	1125	33.57798165
680	750	1200	34.20998981
680	750	1275	34.8216106
680	750	1350	35.4332314
680	750	1425	36.08562691
680	750	1500	36.68705403
680	750	1575	37.28848114
680	750	1650	37.88990826
680	750	1725	38.66462793
680	750	1800	39.31702345
680	750	1875	39.90825688
680	750	1950	40.46890928
680	750	2025	41.08053007
680	750	2100	41.41692151
680	750	2175	42.22222222
680	750	2250	42.75229358
680	825	75	24.62793068
680	825	150	25.59633028
680	825	225	26.32008155
680	825	300	26.88073394
680	825	375	27.74719674
680	825	450	28.24668705
680	825	525	29.16411825
680	825	600	29.5412844
680	825	675	30.19367992
680	825	750	31.07033639
680	825	825	31.50866463
680	825	900	32.37512742
680	825	975	32.8440367
680	825	1050	33.48623853
680	825	1125	34.10805301
680	825	1200	34.7196738
680	825	1275	35.3312946
680	825	1350	35.99388379
680	825	1425	36.59531091
680	825	1500	37.19673802
680	825	1575	37.78797146
680	825	1650	38.57288481
680	825	1725	39.22528033
680	825	1800	39.81651376
680	825	1875	40.38735984
680	825	1950	40.97859327
680	825	2025	41.31498471
680	825	2100	42.0795107
680	825	2175	42.66055046
680	825	2250	43.22120285
680	900	75	25.4841998
680	900	150	26.20795107
680	900	225	26.76860347
680	900	300	27.64525994
680	900	375	28.26707441
680	900	450	28.74617737
680	900	525	29.41896024
680	900	600	30.33639144
680	900	675	30.96839959
680	900	750	31.59021407
680	900	825	32.35474006
680	900	900	32.7420999
680	900	975	33.38430173
680	900	1050	34.00611621
680	900	1125	34.617737
680	900	1200	35.23955148
680	900	1275	35.89194699
680	900	1350	36.49337411
680	900	1425	37.09480122
680	900	1500	37.69622834
680	900	1575	38.47094801
680	900	1650	39.12334353
680	900	1725	39.71457696
680	900	1800	40.3058104
680	900	1875	40.88685015
680	900	1950	41.22324159
680	900	2025	41.98776758
680	900	2100	42.7930683
680	900	2175	43.11926606
680	900	2250	43.65953109
680	975	75	26.10601427
680	975	150	26.64627931
680	975	225	27.53312946
680	975	300	27.9204893
680	975	375	28.79714577
680	975	450	29.31702345
680	975	525	30.24464832
680	975	600	30.86646279
680	975	675	31.34556575
680	975	750	32.24260958
680	975	825	32.65035678
680	975	900	33.28236493
680	975	975	33.90417941
680	975	1050	34.52599388
680	975	1125	35.13761468
680	975	1200	35.79001019
680	975	1275	36.40163099
680	975	1350	37.0030581
680	975	1425	37.77777778
680	975	1500	38.37920489
680	975	1575	38.77675841
680	975	1650	39.62283384
680	975	1725	40.2038736
680	975	1800	40.78491335
680	975	1875	41.13149847
680	975	1950	41.88583078
680	975	2025	42.70132518
680	975	2100	43.02752294
680	975	2175	43.56778797
680	975	2250	44.12844037
680	1050	75	26.52395515
680	1050	150	27.34964322
680	1050	225	27.84913354
680	1050	300	28.69520897
680	1050	375	29.20489297
680	1050	450	30.12232416
680	1050	525	30.75433231
680	1050	600	31.47808359
680	1050	675	32.14067278
680	1050	750	32.54841998
680	1050	825	33.18042813
680	1050	900	33.80224261
680	1050	975	34.42405708
680	1050	1050	35.03567788
680	1050	1125	35.69826707
680	1050	1200	36.29969419
680	1050	1275	36.9011213
680	1050	1350	37.68603466
680	1050	1425	38.32823649
680	1050	1500	38.92966361
680	1050	1575	39.46992864
680	1050	1650	40.11213048
680	1050	1725	40.69317023
680	1050	1800	41.46788991
680	1050	1875	41.78389399
680	1050	1950	42.60958206
680	1050	2025	42.93577982
680	1050	2100	43.47604485
680	1050	2175	44.03669725
680	1050	2250	44.59734964
680	1125	75	27.3598369
680	1125	150	27.99184506
680	1125	225	28.69520897
680	1125	300	29.10295617
680	1125	375	30.02038736
680	1125	450	30.65239551
680	1125	525	31.25382263
680	1125	600	31.99796126
680	1125	675	32.44648318
680	1125	750	33.07849134
680	1125	825	33.70030581
680	1125	900	34.32212029
680	1125	975	34.98470948
680	1125	1050	35.59633028
680	1125	1125	36.19775739
680	1125	1200	36.80937819
680	1125	1275	37.58409786
680	1125	1350	38.23649337
680	1125	1425	38.82772681
680	1125	1500	39.40876656
680	1125	1575	40.01019368
680	1125	1650	40.60142712
680	1125	1725	41.18246687
680	1125	1800	41.69215087
680	1125	1875	42.50764526
680	1125	1950	42.8440367
680	1125	2025	43.37410805
680	1125	2100	43.94495413
680	1125	2175	44.50560652
680	1125	2250	45.06625892
680	1200	75	27.88990826
680	1200	150	28.59327217
680	1200	225	29.21508665
680	1200	300	29.66360856
680	1200	375	30.55045872
680	1200	450	31.19266055
680	1200	525	31.67176351
680	1200	600	32.57900102
680	1200	675	32.97655454
680	1200	750	33.59836901
680	1200	825	34.22018349
680	1200	900	34.88277268
680	1200	975	35.49439348
680	1200	1050	36.10601427
680	1200	1125	36.70744139
680	1200	1200	37.48216106
680	1200	1275	38.13455657
680	1200	1350	38.73598369
680	1200	1425	39.30682977
680	1200	1500	39.91845056
680	1200	1575	40.49949032
680	1200	1650	41.08053007
680	1200	1725	41.60040775
680	1200	1800	42.41590214
680	1200	1875	42.75229358
680	1200	1950	43.28236493
680	1200	2025	43.85321101
680	1200	2100	44.4138634
680	1200	2175	44.9745158
680	1200	2250	45.5351682
680	1275	75	28.46075433
680	1275	150	28.87869521
680	1275	225	29.55147808
680	1275	300	30.47910296
680	1275	375	30.96839959
680	1275	450	31.83486239
680	1275	525	32.31396534
680	1275	600	32.87461774
680	1275	675	33.49643221
680	1275	750	34.11824669
680	1275	825	34.78083588
680	1275	900	35.39245668
680	1275	975	36.00407747
680	1275	1050	36.78899083
680	1275	1125	37.39041794
680	1275	1200	38.03261978
680	1275	1275	38.63404689
680	1275	1350	39.23547401
680	1275	1425	39.81651376
680	1275	1500	40.4077472
680	1275	1575	40.98878695
680	1275	1650	41.49847095
680	1275	1725	42.31396534
680	1275	1800	42.65035678
680	1275	1875	43.19062181
680	1275	1950	43.75127421
680	1275	2025	44.31192661
680	1275	2100	44.872579
680	1275	2175	45.4332314
680	1275	2250	45.99388379
680	1350	75	29.04179409
680	1350	150	29.44954128
680	1350	225	30.36697248
680	1350	300	30.94801223
680	1350	375	31.73292559
680	1350	450	32.37512742
680	1350	525	32.77268094
680	1350	600	33.39449541
680	1350	675	34.02650357
680	1350	750	34.67889908
680	1350	825	35.30071356
680	1350	900	35.90214067
680	1350	975	36.68705403
680	1350	1050	37.28848114
680	1350	1125	37.94087666
680	1350	1200	38.54230377
680	1350	1275	39.13353721
680	1350	1350	39.72477064
680	1350	1425	40.48929664
680	1350	1500	40.89704383
680	1350	1575	41.64118247
680	1350	1650	42.2324159
680	1350	1725	42.54841998
680	1350	1800	43.0988787
680	1350	1875	43.65953109
680	1350	1950	44.22018349
680	1350	2025	44.78083588
680	1350	2100	45.34148828
680	1350	2175	45.90214067
680	1350	2250	46.46279307
680	1425	75	29.34760449
680	1425	150	30.26503568
680	1425	225	30.75433231
680	1425	300	31.32517839
680	1425	375	32.21202854
680	1425	450	32.67074414
680	1425	525	33.29255861
680	1425	600	33.96534149
680	1425	675	34.58715596
680	1425	750	35.19877676
680	1425	825	35.81039755
680	1425	900	36.58511723
680	1425	975	37.23751274
680	1425	1050	37.83893986
680	1425	1125	38.41997961
680	1425	1200	39.03160041
680	1425	1275	39.62283384
680	1425	1350	40.21406728
680	1425	1425	40.79510703
680	1425	1500	41.54943935
680	1425	1575	42.1304791
680	1425	1650	42.44648318
680	1425	1725	42.9969419
680	1425	1800	43.56778797
680	1425	1875	44.12844037
680	1425	1950	44.68909276
680	1425	2025	45.24974516
680	1425	2100	45.81039755
680	1425	2175	46.37104995
680	1425	2250	47.14576962
680	1500	75	30.16309888
680	1500	150	30.79510703
680	1500	225	31.51885831
680	1500	300	32.17125382
680	1500	375	32.56880734
680	1500	450	33.19062181
680	1500	525	33.86340469
680	1500	600	34.48521916
680	1500	675	35.09683996
680	1500	750	35.70846075
680	1500	825	36.49337411
680	1500	900	37.13557594
680	1500	975	37.73700306
680	1500	1050	38.32823649
680	1500	1125	38.93985729
680	1500	1200	39.53109072
680	1500	1275	40.12232416
680	1500	1350	40.70336391
680	1500	1425	41.44750255
680	1500	1500	42.0285423
680	1500	1575	42.37512742
680	1500	1650	42.90519878
680	1500	1725	43.46585117
680	1500	1800	44.03669725
680	1500	1875	44.59734964
680	1500	1950	45.15800204
680	1500	2025	45.70846075
680	1500	2100	46.26911315
680	1500	2175	47.0540265
680	1500	2250	47.3598369
680	1575	75	30.51987768
680	1575	150	31.21304791
680	1575	225	32.06931702
680	1575	300	32.46687054
680	1575	375	33.0988787
680	1575	450	33.76146789
680	1575	525	34.38328236
680	1575	600	34.99490316
680	1575	675	35.77981651
680	1575	750	36.39143731
680	1575	825	36.81957187
680	1575	900	37.64525994
680	1575	975	38.24668705
680	1575	1050	38.83792049
680	1575	1125	39.42915392
680	1575	1200	40.02038736
680	1575	1275	40.60142712
680	1575	1350	41.35575943
680	1575	1425	41.93679918
680	1575	1500	42.27319062
680	1575	1575	42.81345566
680	1575	1650	43.37410805
680	1575	1725	43.93476045
680	1575	1800	44.49541284
680	1575	1875	45.05606524
680	1575	1950	45.61671764
680	1575	2025	46.17737003
680	1575	2100	46.73802243
680	1575	2175	47.2579001
680	1575	2250	47.8185525
680	1650	75	31.31498471
680	1650	150	31.96738022
680	1650	225	32.36493374
680	1650	300	33.02752294
680	1650	375	33.65953109
680	1650	450	34.28134557
680	1650	525	34.90316004
680	1650	600	35.67787971
680	1650	675	36.28950051
680	1650	750	36.94189602
680	1650	825	37.54332314
680	1650	900	38.15494393
680	1650	975	38.74617737
680	1650	1050	39.51070336
680	1650	1125	39.92864424
680	1650	1200	40.42813456
680	1650	1275	41.25382263
680	1650	1350	41.85524975
680	1650	1425	42.1814475
680	1650	1500	42.71151886
680	1650	1575	43.30275229
680	1650	1650	43.84301733
680	1650	1725	44.40366972
680	1650	1800	44.96432212
680	1650	1875	45.52497452
680	1650	1950	46.08562691
680	1650	2025	46.64627931
680	1650	2100	47.1559633
680	1650	2175	47.87971458
680	1650	2250	48.21610601
680	1725	75	31.83486239
680	1725	150	32.26299694
680	1725	225	32.92558614
680	1725	300	33.55759429
680	1725	375	34.17940877
680	1725	450	34.80122324
680	1725	525	35.57594292
680	1725	600	36.18756371
680	1725	675	36.83995923
680	1725	750	37.43119266
680	1725	825	38.05300714
680	1725	900	38.64424057
680	1725	975	39.23547401
680	1725	1050	39.82670744
680	1725	1125	40.58103976
680	1725	1200	41.17227319
680	1725	1275	41.33537207
680	1725	1350	42.08970438
680	1725	1425	42.61977574
680	1725	1500	43.21100917
680	1725	1575	43.75127421
680	1725	1650	44.31192661
680	1725	1725	44.872579
680	1725	1800	45.4332314
680	1725	1875	45.98369011
680	1725	1950	46.54434251
680	1725	2025	47.0540265
680	1725	2100	47.82874618
680	1725	2175	48.30784913
680	1725	2250	48.96024465
680	1800	75	32.3853211
680	1800	150	32.82364934
680	1800	225	33.45565749
680	1800	300	34.07747197
680	1800	375	34.86238532
680	1800	450	35.4841998
680	1800	525	36.12640163
680	1800	600	36.73802243
680	1800	675	37.3598369
680	1800	750	37.95107034
680	1800	825	38.55249745
680	1800	900	39.14373089
680	1800	975	39.73496432
680	1800	1050	40.47910296
680	1800	1125	41.07033639
680	1800	1200	41.40672783
680	1800	1275	42.22222222
680	1800	1350	42.52803262
680	1800	1425	43.11926606
680	1800	1500	43.65953109
680	1800	1575	44.22018349
680	1800	1650	44.7706422
680	1800	1725	45.3312946
680	1800	1800	45.89194699
680	1800	1875	46.45259939
680	1800	1950	47.22731906
680	1800	2025	47.54332314
680	1800	2100	48.31804281
680	1800	2175	48.87869521
680	1800	2250	49.06218145
680	1875	75	32.73190622
680	1875	150	33.35372069
680	1875	225	33.98572885
680	1875	300	34.76044852
680	1875	375	35.382263
680	1875	450	36.03465851
680	1875	525	36.63608563
680	1875	600	37.2579001
680	1875	675	37.85932722
680	1875	750	38.47094801
680	1875	825	39.04179409
680	1875	900	39.63302752
680	1875	975	40.38735984
680	1875	1050	40.96839959
680	1875	1125	41.31498471
680	1875	1200	42.1304791
680	1875	1275	42.42609582
680	1875	1350	43.02752294
680	1875	1425	43.55759429
680	1875	1500	44.11824669
680	1875	1575	44.67889908
680	1875	1650	45.23955148
680	1875	1725	45.80020387
680	1875	1800	46.35066259
680	1875	1875	47.13557594
680	1875	1950	47.68603466
680	1875	2025	48.00203874
680	1875	2100	48.58307849
680	1875	2175	49.15392457
680	1875	2250	49.68399592
680	1950	75	33.25178389
680	1950	150	33.77166157
680	1950	225	34.65851172
680	1950	300	35.2803262
680	1950	375	35.93272171
680	1950	450	36.53414883
680	1950	525	37.1559633
680	1950	600	37.75739042
680	1950	675	38.34862385
680	1950	750	38.95005097
680	1950	825	39.45973496
680	1950	900	40.28542304
680	1950	975	40.87665647
680	1950	1050	41.45769623
680	1950	1125	42.03873598
680	1950	1200	42.3343527
680	1950	1275	42.93577982
680	1950	1350	43.46585117
680	1950	1425	44.02650357
680	1950	1500	44.58715596
680	1950	1575	45.14780836
680	1950	1650	45.69826707
680	1950	1725	46.25891947
680	1950	1800	47.0540265
680	1950	1875	47.33944954
680	1950	1950	47.88990826
680	1950	2025	48.66462793
680	1950	2100	49.06218145
680	1950	2175	49.70438328
680	1950	2250	50.1019368
680	2025	75	33.66972477
680	2025	150	34.55657492
680	2025	225	35.20897044
680	2025	300	35.83078491
680	2025	375	36.45259939
680	2025	450	37.06422018
680	2025	525	37.65545362
680	2025	600	38.25688073
680	2025	675	38.84811417
680	2025	750	39.62283384
680	2025	825	40.19367992
680	2025	900	40.77471967
680	2025	975	41.35575943
680	2025	1050	41.93679918
680	2025	1125	42.24260958
680	2025	1200	42.83384302
680	2025	1275	43.37410805
680	2025	1350	43.93476045
680	2025	1425	44.49541284
680	2025	1500	45.04587156
680	2025	1575	45.60652396
680	2025	1650	46.16717635
680	2025	1725	46.72782875
680	2025	1800	47.23751274
680	2025	1875	47.93068298
680	2025	1950	48.35881753
680	2025	2025	49.12334353
680	2025	2100	49.62283384
680	2025	2175	50
680	2025	2250	50.48929664
680	2100	75	34.45463812
680	2100	150	35.10703364
680	2100	225	35.72884811
680	2100	300	36.35066259
680	2100	375	36.9520897
680	2100	450	37.72680938
680	2100	525	38.15494393
680	2100	600	38.75637105
680	2100	675	39.52089704
680	2100	750	40.1019368
680	2100	825	40.68297655
680	2100	900	41.26401631
680	2100	975	41.84505607
680	2100	1050	42.14067278
680	2100	1125	42.7420999
680	2100	1200	43.27217125
680	2100	1275	43.83282365
680	2100	1350	44.39347604
680	2100	1425	44.95412844
680	2100	1500	45.51478084
680	2100	1575	46.06523955
680	2100	1650	46.62589195
680	2100	1725	47.13557594
680	2100	1800	47.88990826
680	2100	1875	48.49133537
